"Sigla  da Empresa";"Número do Voo";"D I";"Tipo de Linha";"Aeroporto Origem";"Aeroporto Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação";"Justificativa"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"24/08/2004 06:52";"24/08/2004 06:49";"24/08/2004 07:52";"24/08/2004 07:40";"Realizado";"HD"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"03/08/2004 06:52";"03/08/2004 06:52";"03/08/2004 07:52";"03/08/2004 07:52";"Realizado";"  "
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"28/08/2004 06:52";"28/08/2004 08:00";"28/08/2004 07:52";"28/08/2004 08:45";"Realizado";"TD"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"02/08/2004 06:52";"02/08/2004 06:52";"02/08/2004 07:52";"02/08/2004 07:52";"Realizado";"  "
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"18/08/2004 06:52";"  ";"18/08/2004 07:52";"  ";"Cancelado";"XO"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"11/08/2004 06:52";"11/08/2004 06:52";"11/08/2004 07:52";"11/08/2004 07:52";"Realizado";"  "
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"27/08/2004 06:52";"27/08/2004 06:52";"27/08/2004 07:52";"27/08/2004 07:52";"Realizado";"  "
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"12/08/2004 06:52";"12/08/2004 06:52";"12/08/2004 07:52";"12/08/2004 07:52";"Realizado";"  "
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"09/08/2004 06:52";"09/08/2004 06:50";"09/08/2004 07:52";"09/08/2004 07:38";"Realizado";"HD"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"21/08/2004 06:52";"  ";"21/08/2004 07:52";"  ";"Cancelado";"XN"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"16/08/2004 06:52";"16/08/2004 07:20";"16/08/2004 07:52";"16/08/2004 08:13";"Realizado";"WO"
"VRG";" 2739";"0";"R";"SBJV";"SBSP";"07/08/2004 06:52";"07/08/2004 06:50";"07/08/2004 07:52";"07/08/2004 07:39";"Realizado";"HD"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"26/08/2004 06:53";"  ";"26/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"11/08/2004 06:53";"  ";"11/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"09/08/2004 06:53";"  ";"09/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"28/08/2004 06:53";"  ";"28/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"02/08/2004 06:53";"  ";"02/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"18/08/2004 06:53";"  ";"18/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"30/08/2004 06:53";"  ";"30/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"12/08/2004 06:53";"  ";"12/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"31/08/2004 06:53";"  ";"31/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"07/08/2004 06:53";"  ";"07/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"14/08/2004 06:53";"  ";"14/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"04/08/2004 06:53";"  ";"04/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"19/08/2004 06:53";"  ";"19/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"17/08/2004 06:53";"  ";"17/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"03/08/2004 06:53";"  ";"03/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"20/08/2004 06:53";"  ";"20/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"25/08/2004 06:53";"  ";"25/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"06/08/2004 06:53";"  ";"06/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"23/08/2004 06:53";"  ";"23/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"16/08/2004 06:53";"  ";"16/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"10/08/2004 06:53";"  ";"10/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"21/08/2004 06:53";"  ";"21/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"27/08/2004 06:53";"  ";"27/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"13/08/2004 06:53";"  ";"13/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"05/08/2004 06:53";"  ";"05/08/2004 08:00";"  ";"Cancelado";"XN"
"GLO";" 1725";"0";"N";"SBBH";"SBUL";"24/08/2004 06:53";"  ";"24/08/2004 08:00";"  ";"Cancelado";"XN"
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"31/08/2004 06:54";"31/08/2004 06:54";"31/08/2004 08:05";"31/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"15/08/2004 06:54";"15/08/2004 06:54";"15/08/2004 08:12";"15/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"09/08/2004 06:54";"09/08/2004 06:54";"09/08/2004 08:12";"09/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"17/08/2004 06:54";"17/08/2004 07:38";"17/08/2004 08:12";"17/08/2004 08:35";"Realizado";"RA"
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"02/08/2004 06:54";"02/08/2004 06:54";"02/08/2004 08:05";"02/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"26/08/2004 06:54";"26/08/2004 06:54";"26/08/2004 08:05";"26/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"01/08/2004 06:54";"01/08/2004 06:54";"01/08/2004 08:12";"01/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"27/08/2004 06:54";"27/08/2004 06:54";"27/08/2004 08:05";"27/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"06/08/2004 06:54";"06/08/2004 06:54";"06/08/2004 08:12";"06/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"23/08/2004 06:54";"23/08/2004 06:54";"23/08/2004 08:05";"23/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"18/08/2004 06:54";"18/08/2004 06:54";"18/08/2004 08:05";"18/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"10/08/2004 06:54";"10/08/2004 06:54";"10/08/2004 08:12";"10/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"29/08/2004 06:54";"29/08/2004 06:54";"29/08/2004 08:12";"29/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"08/08/2004 06:54";"08/08/2004 06:54";"08/08/2004 08:12";"08/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"18/08/2004 06:54";"18/08/2004 06:54";"18/08/2004 08:12";"18/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"03/08/2004 06:54";"03/08/2004 06:54";"03/08/2004 08:12";"03/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"30/08/2004 06:54";"30/08/2004 06:54";"30/08/2004 08:12";"30/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"10/08/2004 06:54";"10/08/2004 06:54";"10/08/2004 08:05";"10/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"30/08/2004 06:54";"30/08/2004 06:54";"30/08/2004 08:05";"30/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"27/08/2004 06:54";"27/08/2004 06:54";"27/08/2004 08:12";"27/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"02/08/2004 06:54";"02/08/2004 06:54";"02/08/2004 08:12";"02/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"19/08/2004 06:54";"19/08/2004 06:54";"19/08/2004 08:05";"19/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"11/08/2004 06:54";"11/08/2004 06:54";"11/08/2004 08:12";"11/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"25/08/2004 06:54";"25/08/2004 06:54";"25/08/2004 08:05";"25/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"24/08/2004 06:54";"24/08/2004 07:42";"24/08/2004 08:12";"24/08/2004 08:44";"Realizado";"RA"
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"31/08/2004 06:54";"31/08/2004 06:54";"31/08/2004 08:12";"31/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"13/08/2004 06:54";"13/08/2004 06:54";"13/08/2004 08:12";"13/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"12/08/2004 06:54";"12/08/2004 06:54";"12/08/2004 08:12";"12/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"14/08/2004 06:54";"14/08/2004 06:54";"14/08/2004 08:12";"14/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"06/08/2004 06:54";"06/08/2004 06:54";"06/08/2004 08:05";"06/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"23/08/2004 06:54";"23/08/2004 06:54";"23/08/2004 08:12";"23/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"20/08/2004 06:54";"20/08/2004 06:54";"20/08/2004 08:12";"20/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"26/08/2004 06:54";"  ";"26/08/2004 08:12";"  ";"Cancelado";"XO"
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"03/08/2004 06:54";"03/08/2004 06:54";"03/08/2004 08:05";"03/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"22/08/2004 06:54";"22/08/2004 06:54";"22/08/2004 08:12";"22/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"19/08/2004 06:54";"19/08/2004 06:54";"19/08/2004 08:12";"19/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"04/08/2004 06:54";"04/08/2004 06:54";"04/08/2004 08:12";"04/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"21/08/2004 06:54";"21/08/2004 06:54";"21/08/2004 08:12";"21/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"13/08/2004 06:54";"13/08/2004 06:54";"13/08/2004 08:05";"13/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"09/08/2004 06:54";"09/08/2004 06:54";"09/08/2004 08:05";"09/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"07/08/2004 06:54";"07/08/2004 06:54";"07/08/2004 08:12";"07/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"16/08/2004 06:54";"16/08/2004 06:54";"16/08/2004 08:12";"16/08/2004 08:12";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"05/08/2004 06:54";"05/08/2004 06:54";"05/08/2004 08:12";"05/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"24/08/2004 06:54";"24/08/2004 06:54";"24/08/2004 08:05";"24/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"25/08/2004 06:54";"25/08/2004 06:54";"25/08/2004 08:12";"25/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"16/08/2004 06:54";"16/08/2004 06:54";"16/08/2004 08:05";"16/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"12/08/2004 06:54";"12/08/2004 06:54";"12/08/2004 08:05";"12/08/2004 08:05";"Realizado";"  "
"GLO";" 1702";"0";"E";"SBSP";"SBBH";"28/08/2004 06:54";"28/08/2004 06:54";"28/08/2004 08:12";"28/08/2004 08:12";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"05/08/2004 06:54";"05/08/2004 06:54";"05/08/2004 08:05";"05/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"11/08/2004 06:54";"11/08/2004 06:54";"11/08/2004 08:05";"11/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"17/08/2004 06:54";"17/08/2004 06:54";"17/08/2004 08:05";"17/08/2004 08:05";"Realizado";"  "
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"20/08/2004 06:54";"20/08/2004 06:43";"20/08/2004 08:05";"20/08/2004 07:53";"Realizado";"AT"
"TTL";" 5580";"0";"R";"SBBH";"SBUR";"04/08/2004 06:54";"04/08/2004 06:54";"04/08/2004 08:05";"04/08/2004 08:05";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"04/08/2004 06:55";"04/08/2004 06:55";"04/08/2004 10:15";"04/08/2004 10:15";"Realizado";"  "
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"30/08/2004 06:55";"  ";"30/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"12/08/2004 06:55";"  ";"12/08/2004 10:15";"  ";"Cancelado";"XN"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"18/08/2004 06:55";"18/08/2004 06:55";"18/08/2004 08:01";"18/08/2004 08:01";"Realizado";"  "
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"18/08/2004 06:55";"18/08/2004 11:00";"18/08/2004 07:55";"18/08/2004 12:24";"Realizado";"TD"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"16/08/2004 06:55";"16/08/2004 06:55";"16/08/2004 07:45";"16/08/2004 07:45";"Realizado";"  "
"LAN";" 0759";"0";"I";"SBGL";"SBGR";"21/08/2004 06:55";"21/08/2004 06:55";"21/08/2004 08:05";"21/08/2004 08:05";"Realizado";"  "
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"12/08/2004 06:55";"  ";"12/08/2004 07:10";"  ";"Cancelado";"XI"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"09/08/2004 06:55";"09/08/2004 06:55";"09/08/2004 08:01";"09/08/2004 08:01";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"11/08/2004 06:55";"11/08/2004 06:55";"11/08/2004 08:01";"11/08/2004 08:01";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"06/08/2004 06:55";"06/08/2004 06:55";"06/08/2004 08:01";"06/08/2004 08:01";"Realizado";"  "
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"16/08/2004 06:55";"  ";"16/08/2004 07:10";"  ";"Cancelado";"XI"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"04/08/2004 06:55";"04/08/2004 06:55";"04/08/2004 08:01";"04/08/2004 08:01";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"19/08/2004 06:55";"19/08/2004 06:55";"19/08/2004 08:01";"19/08/2004 08:01";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"29/08/2004 06:55";"  ";"29/08/2004 10:15";"  ";"Cancelado";"XN"
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"26/08/2004 06:55";"26/08/2004 08:30";"26/08/2004 07:55";"26/08/2004 09:52";"Realizado";"MX"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"02/08/2004 06:55";"02/08/2004 06:55";"02/08/2004 08:01";"02/08/2004 08:01";"Realizado";"  "
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"19/08/2004 06:55";"19/08/2004 06:55";"19/08/2004 07:45";"19/08/2004 07:45";"Realizado";"  "
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"11/08/2004 06:55";"11/08/2004 08:50";"11/08/2004 07:55";"11/08/2004 10:10";"Realizado";"RA"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"22/08/2004 06:55";"  ";"22/08/2004 10:15";"  ";"Cancelado";"XN"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"01/08/2004 06:55";"01/08/2004 08:15";"01/08/2004 08:01";"01/08/2004 09:30";"Realizado";"WT"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"02/08/2004 06:55";"  ";"02/08/2004 07:10";"  ";"Cancelado";"XI"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"24/08/2004 06:55";"24/08/2004 06:55";"24/08/2004 08:01";"24/08/2004 08:20";"Realizado";"AJ"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"17/08/2004 06:55";"  ";"17/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"05/08/2004 06:55";"05/08/2004 06:55";"05/08/2004 07:55";"05/08/2004 07:55";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"13/08/2004 06:55";"13/08/2004 06:55";"13/08/2004 08:01";"13/08/2004 08:20";"Realizado";"AJ"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"25/08/2004 06:55";"25/08/2004 06:55";"25/08/2004 07:45";"25/08/2004 07:45";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"15/08/2004 06:55";"  ";"15/08/2004 10:15";"  ";"Cancelado";"XN"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"12/08/2004 06:55";"12/08/2004 06:55";"12/08/2004 08:01";"12/08/2004 08:01";"Realizado";"  "
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"11/08/2004 06:55";"11/08/2004 06:55";"11/08/2004 07:45";"11/08/2004 07:45";"Realizado";"  "
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"25/08/2004 06:55";"  ";"25/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"24/08/2004 06:55";"24/08/2004 08:10";"24/08/2004 07:55";"24/08/2004 09:25";"Realizado";"MX"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"23/08/2004 06:55";"23/08/2004 06:55";"23/08/2004 07:45";"23/08/2004 07:45";"Realizado";"  "
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"18/08/2004 06:55";"18/08/2004 06:55";"18/08/2004 07:45";"18/08/2004 07:45";"Realizado";"  "
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"13/08/2004 06:55";"  ";"13/08/2004 07:55";"  ";"Cancelado";"XN"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"26/08/2004 06:55";"  ";"26/08/2004 07:10";"  ";"Cancelado";"XI"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"27/08/2004 06:55";"  ";"27/08/2004 07:10";"  ";"Cancelado";"XI"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"03/08/2004 06:55";"  ";"03/08/2004 07:10";"  ";"Cancelado";"XI"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"24/08/2004 06:55";"24/08/2004 06:55";"24/08/2004 07:45";"24/08/2004 07:45";"Realizado";"  "
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"24/08/2004 06:55";"  ";"24/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"31/08/2004 06:55";"  ";"31/08/2004 10:15";"  ";"Cancelado";"XN"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"04/08/2004 06:55";"04/08/2004 06:55";"04/08/2004 07:45";"04/08/2004 07:45";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"05/08/2004 06:55";"05/08/2004 07:45";"05/08/2004 08:01";"05/08/2004 08:57";"Realizado";"TD"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"02/08/2004 06:55";"02/08/2004 06:55";"02/08/2004 07:45";"02/08/2004 07:45";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"08/08/2004 06:55";"08/08/2004 06:55";"08/08/2004 10:15";"08/08/2004 10:15";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"03/08/2004 06:55";"03/08/2004 07:58";"03/08/2004 10:15";"03/08/2004 11:23";"Realizado";"RA"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"27/08/2004 06:55";"27/08/2004 06:55";"27/08/2004 08:01";"27/08/2004 08:01";"Realizado";"  "
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"10/08/2004 06:55";"10/08/2004 07:40";"10/08/2004 07:55";"10/08/2004 08:49";"Realizado";"RA"
"LAN";" 0759";"0";"I";"SBGL";"SBGR";"28/08/2004 06:55";"28/08/2004 06:55";"28/08/2004 08:05";"28/08/2004 08:05";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"26/08/2004 06:55";"  ";"26/08/2004 10:15";"  ";"Cancelado";"XN"
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"20/08/2004 06:55";"20/08/2004 13:25";"20/08/2004 07:55";"20/08/2004 14:32";"Realizado";"MX"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"03/08/2004 06:55";"03/08/2004 06:55";"03/08/2004 07:45";"03/08/2004 07:45";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"23/08/2004 06:55";"23/08/2004 06:55";"23/08/2004 08:01";"23/08/2004 08:01";"Realizado";"  "
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"31/08/2004 06:55";"31/08/2004 06:55";"31/08/2004 07:45";"31/08/2004 07:45";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"17/08/2004 06:55";"17/08/2004 06:55";"17/08/2004 08:01";"17/08/2004 08:01";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"15/08/2004 06:55";"15/08/2004 06:55";"15/08/2004 08:01";"15/08/2004 08:01";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"30/08/2004 06:55";"30/08/2004 06:55";"30/08/2004 08:01";"30/08/2004 08:01";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"01/08/2004 06:55";"01/08/2004 10:35";"01/08/2004 10:15";"01/08/2004 14:08";"Realizado";"TC"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"05/08/2004 06:55";"  ";"05/08/2004 07:10";"  ";"Cancelado";"XI"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"08/08/2004 06:55";"08/08/2004 06:55";"08/08/2004 08:01";"08/08/2004 08:01";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"05/08/2004 06:55";"  ";"05/08/2004 10:15";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"24/08/2004 06:55";"  ";"24/08/2004 10:15";"  ";"Cancelado";"XN"
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"03/08/2004 06:55";"03/08/2004 06:55";"03/08/2004 07:55";"03/08/2004 07:55";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"21/08/2004 06:55";"  ";"21/08/2004 10:15";"  ";"Cancelado";"XN"
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"26/08/2004 06:55";"26/08/2004 06:55";"26/08/2004 07:45";"26/08/2004 07:45";"Realizado";"  "
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"31/08/2004 06:55";"31/08/2004 06:55";"31/08/2004 08:01";"31/08/2004 08:01";"Realizado";"  "
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"06/08/2004 06:55";"  ";"06/08/2004 10:15";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"25/08/2004 06:55";"  ";"25/08/2004 10:15";"  ";"Cancelado";"XN"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"07/08/2004 06:55";"  ";"07/08/2004 10:15";"  ";"Cancelado";"XN"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"13/08/2004 06:55";"  ";"13/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"19/08/2004 06:55";"  ";"19/08/2004 10:15";"  ";"Cancelado";"XN"
"LAN";" 0759";"0";"I";"SBGL";"SBGR";"07/08/2004 06:55";"07/08/2004 06:55";"07/08/2004 08:05";"07/08/2004 08:05";"Realizado";"  "
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"20/08/2004 06:55";"  ";"20/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"11/08/2004 06:55";"  ";"11/08/2004 10:15";"  ";"Cancelado";"XN"
"VRG";" 2659";"0";"E";"SBBH";"SBSP";"20/08/2004 06:55";"20/08/2004 06:55";"20/08/2004 08:01";"20/08/2004 08:01";"Realizado";"  "
"VSP";" 4424";"0";"C";"SBSV";"SBRF";"25/08/2004 06:55";"25/08/2004 20:00";"25/08/2004 07:55";"25/08/2004 21:14";"Realizado";"RA"
"ONE";" 6350";"0";"R";"SDSC";"SBRP";"10/08/2004 06:55";"  ";"10/08/2004 07:10";"  ";"Cancelado";"XI"
"VSP";" 4271";"0";"N";"SBRF";"SBGR";"10/08/2004 06:55";"10/08/2004 06:55";"10/08/2004 10:15";"10/08/2004 10:15";"Realizado";"  "
"TIB";" 5502";"0";"R";"SSDO";"SBCA";"09/08/2004 06:55";"09/08/2004 06:55";"09/08/2004 07:45";"09/08/2004 07:45";"Realizado";"  "
