"Sigla  da Empresa";"Número do Voo";"D I";"Tipo de Linha";"Aeroporto Origem";"Aeroporto Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação";"Justificativa"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"29/08/2004 14:26";"29/08/2004 14:58";"29/08/2004 15:20";"29/08/2004 16:00";"Realizado";"AR"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"19/08/2004 14:26";"19/08/2004 14:57";"19/08/2004 15:20";"19/08/2004 15:50";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"10/08/2004 14:26";"10/08/2004 14:26";"10/08/2004 15:20";"10/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"17/08/2004 14:26";"17/08/2004 15:10";"17/08/2004 15:20";"17/08/2004 16:05";"Realizado";"RI"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"22/08/2004 14:26";"22/08/2004 14:55";"22/08/2004 15:20";"22/08/2004 15:53";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"21/08/2004 14:26";"21/08/2004 14:26";"21/08/2004 15:20";"21/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"08/08/2004 14:26";"08/08/2004 14:41";"08/08/2004 15:20";"08/08/2004 15:41";"Realizado";"RA"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"28/08/2004 14:26";"28/08/2004 14:26";"28/08/2004 15:20";"28/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"15/08/2004 14:26";"15/08/2004 15:14";"15/08/2004 15:20";"15/08/2004 16:00";"Realizado";"TC"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"26/08/2004 14:26";"26/08/2004 15:03";"26/08/2004 15:20";"26/08/2004 16:05";"Realizado";"AJ"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"05/08/2004 14:26";"05/08/2004 14:26";"05/08/2004 15:20";"05/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"14/08/2004 14:26";"14/08/2004 15:00";"14/08/2004 15:20";"14/08/2004 15:55";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"25/08/2004 14:26";"25/08/2004 14:26";"25/08/2004 15:20";"25/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"03/08/2004 14:26";"03/08/2004 15:09";"03/08/2004 15:20";"03/08/2004 16:05";"Realizado";"RM"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"26/08/2004 14:26";"26/08/2004 14:26";"26/08/2004 15:20";"26/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"28/08/2004 14:26";"28/08/2004 15:20";"28/08/2004 15:20";"28/08/2004 16:15";"Realizado";"TD"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"06/08/2004 14:26";"06/08/2004 15:53";"06/08/2004 15:20";"06/08/2004 16:53";"Realizado";"RM"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"07/08/2004 14:26";"07/08/2004 14:26";"07/08/2004 15:20";"07/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"08/08/2004 14:26";"08/08/2004 14:55";"08/08/2004 15:20";"08/08/2004 15:50";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"31/08/2004 14:26";"31/08/2004 14:26";"31/08/2004 15:20";"31/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"01/08/2004 14:26";"01/08/2004 14:26";"01/08/2004 15:20";"01/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"30/08/2004 14:26";"30/08/2004 15:00";"30/08/2004 15:20";"30/08/2004 16:00";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"15/08/2004 14:26";"15/08/2004 14:26";"15/08/2004 15:20";"15/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"13/08/2004 14:26";"13/08/2004 14:26";"13/08/2004 15:20";"13/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"04/08/2004 14:26";"04/08/2004 14:59";"04/08/2004 15:20";"04/08/2004 15:50";"Realizado";"AR"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"16/08/2004 14:26";"16/08/2004 14:55";"16/08/2004 15:20";"16/08/2004 15:41";"Realizado";"AR"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"05/08/2004 14:26";"05/08/2004 15:00";"05/08/2004 15:20";"05/08/2004 15:56";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"30/08/2004 14:26";"30/08/2004 14:26";"30/08/2004 15:20";"30/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"04/08/2004 14:26";"04/08/2004 14:26";"04/08/2004 15:20";"04/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"18/08/2004 14:26";"18/08/2004 14:26";"18/08/2004 15:20";"18/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"09/08/2004 14:26";"09/08/2004 14:26";"09/08/2004 15:20";"09/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"20/08/2004 14:26";"20/08/2004 15:15";"20/08/2004 15:20";"20/08/2004 16:08";"Realizado";"RI"
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"24/08/2004 14:26";"24/08/2004 15:00";"24/08/2004 15:20";"24/08/2004 15:55";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"19/08/2004 14:26";"19/08/2004 14:26";"19/08/2004 15:20";"19/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"14/08/2004 14:26";"14/08/2004 14:26";"14/08/2004 15:20";"14/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"29/08/2004 14:26";"29/08/2004 14:26";"29/08/2004 15:20";"29/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"01/08/2004 14:26";"01/08/2004 15:40";"01/08/2004 15:20";"01/08/2004 16:45";"Realizado";"RM"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"22/08/2004 14:26";"22/08/2004 14:26";"22/08/2004 15:20";"22/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"10/08/2004 14:26";"10/08/2004 15:00";"10/08/2004 15:20";"10/08/2004 16:05";"Realizado";"AR"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"02/08/2004 14:26";"  ";"02/08/2004 15:20";"  ";"Cancelado";"XS"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"17/08/2004 14:26";"17/08/2004 14:26";"17/08/2004 15:20";"17/08/2004 15:20";"Realizado";"  "
"VRG";" 2710";"0";"N";"SBSP";"SBCT";"13/08/2004 14:26";"13/08/2004 15:34";"13/08/2004 15:20";"13/08/2004 16:30";"Realizado";"MX"
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"23/08/2004 14:26";"23/08/2004 14:26";"23/08/2004 15:20";"23/08/2004 15:20";"Realizado";"  "
"GLO";" 1639";"0";"E";"SBRJ";"SBSP";"24/08/2004 14:26";"  ";"24/08/2004 15:20";"  ";"Cancelado";"XO"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"25/08/2004 14:28";"  ";"25/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"19/08/2004 14:28";"  ";"19/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"21/08/2004 14:28";"21/08/2004 14:28";"21/08/2004 15:19";"21/08/2004 15:19";"Realizado";"  "
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"20/08/2004 14:28";"  ";"20/08/2004 15:19";"  ";"Cancelado";"XS"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"10/08/2004 14:28";"  ";"10/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"04/08/2004 14:28";"  ";"04/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"27/08/2004 14:28";"  ";"27/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"05/08/2004 14:28";"  ";"05/08/2004 15:19";"  ";"Cancelado";"XJ"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"26/08/2004 14:28";"  ";"26/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"11/08/2004 14:28";"  ";"11/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"23/08/2004 14:28";"  ";"23/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"02/08/2004 14:28";"  ";"02/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"09/08/2004 14:28";"  ";"09/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"28/08/2004 14:28";"28/08/2004 14:28";"28/08/2004 15:19";"28/08/2004 15:19";"Realizado";"  "
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"13/08/2004 14:28";"  ";"13/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"17/08/2004 14:28";"  ";"17/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"06/08/2004 14:28";"  ";"06/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"24/08/2004 14:28";"  ";"24/08/2004 15:19";"  ";"Cancelado";"XO"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"30/08/2004 14:28";"  ";"30/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"16/08/2004 14:28";"  ";"16/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"31/08/2004 14:28";"  ";"31/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"18/08/2004 14:28";"  ";"18/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"14/08/2004 14:28";"14/08/2004 14:28";"14/08/2004 15:19";"14/08/2004 15:19";"Realizado";"  "
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"12/08/2004 14:28";"  ";"12/08/2004 15:19";"  ";"Cancelado";"XN"
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"07/08/2004 14:28";"07/08/2004 14:28";"07/08/2004 15:19";"07/08/2004 15:19";"Realizado";"  "
"VSP";" 4021";"0";"E";"SBRJ";"SBSP";"03/08/2004 14:28";"  ";"03/08/2004 15:19";"  ";"Cancelado";"XN"
"TAM";" 3943";"0";"E";"SBRJ";"SBSP";"29/08/2004 14:29";"29/08/2004 14:29";"29/08/2004 15:21";"29/08/2004 15:21";"Realizado";"  "
"VRG";" 2459";"0";"E";"SBSP";"SBRJ";"29/08/2004 14:29";"29/08/2004 14:29";"29/08/2004 15:15";"29/08/2004 15:15";"Realizado";"  "
"VRG";" 2459";"0";"E";"SBSP";"SBRJ";"08/08/2004 14:29";"08/08/2004 14:29";"08/08/2004 15:15";"08/08/2004 15:15";"Realizado";"  "
"TAM";" 3943";"0";"E";"SBRJ";"SBSP";"01/08/2004 14:29";"  ";"01/08/2004 15:21";"  ";"Cancelado";"XB"
"VRG";" 2459";"0";"E";"SBSP";"SBRJ";"01/08/2004 14:29";"01/08/2004 14:29";"01/08/2004 15:15";"01/08/2004 15:15";"Realizado";"  "
"TAM";" 3943";"0";"E";"SBRJ";"SBSP";"15/08/2004 14:29";"15/08/2004 14:29";"15/08/2004 15:21";"15/08/2004 15:21";"Realizado";"  "
"VRG";" 2459";"0";"E";"SBSP";"SBRJ";"15/08/2004 14:29";"15/08/2004 14:29";"15/08/2004 15:15";"15/08/2004 15:15";"Realizado";"  "
"VRG";" 2459";"0";"E";"SBSP";"SBRJ";"22/08/2004 14:29";"22/08/2004 14:29";"22/08/2004 15:15";"22/08/2004 15:15";"Realizado";"  "
"TAM";" 3943";"0";"E";"SBRJ";"SBSP";"08/08/2004 14:29";"08/08/2004 14:29";"08/08/2004 15:21";"08/08/2004 15:21";"Realizado";"  "
"TAM";" 3943";"0";"E";"SBRJ";"SBSP";"22/08/2004 14:29";"22/08/2004 14:29";"22/08/2004 15:21";"22/08/2004 15:21";"Realizado";"  "
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"06/08/2004 14:30";"06/08/2004 14:30";"06/08/2004 15:35";"06/08/2004 15:35";"Realizado";"  "
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"26/08/2004 14:30";"26/08/2004 14:47";"26/08/2004 15:15";"26/08/2004 15:49";"Realizado";"WT"
"TAM";" 3372";"0";"E";"SBRJ";"SBBH";"05/08/2004 14:30";"05/08/2004 14:30";"05/08/2004 15:20";"05/08/2004 15:20";"Realizado";"  "
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"10/08/2004 14:30";"10/08/2004 14:30";"10/08/2004 15:35";"10/08/2004 15:35";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"26/08/2004 14:30";"26/08/2004 14:20";"26/08/2004 17:50";"26/08/2004 18:10";"Realizado";"AJ"
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"25/08/2004 14:30";"25/08/2004 14:30";"25/08/2004 15:30";"25/08/2004 15:30";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"29/08/2004 14:30";"29/08/2004 14:30";"29/08/2004 15:10";"29/08/2004 15:10";"Realizado";"  "
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"24/08/2004 14:30";"24/08/2004 14:30";"24/08/2004 15:20";"24/08/2004 15:20";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"12/08/2004 14:30";"12/08/2004 16:37";"12/08/2004 15:10";"12/08/2004 17:13";"Realizado";"MX"
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"17/08/2004 14:30";"17/08/2004 14:30";"17/08/2004 15:20";"17/08/2004 15:20";"Realizado";"  "
"VRG";" 2709";"0";"N";"SBCT";"SBSP";"17/08/2004 14:30";"  ";"17/08/2004 15:21";"  ";"Cancelado";"XN"
"TAM";" 3451";"0";"R";"SBSV";"SBPS";"28/08/2004 14:30";"28/08/2004 14:30";"28/08/2004 15:20";"28/08/2004 15:20";"Realizado";"  "
"VRG";" 8944";"0";"I";"SBGR";"SBEG";"28/08/2004 14:30";"28/08/2004 14:30";"28/08/2004 18:30";"28/08/2004 18:30";"Realizado";"  "
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"25/08/2004 14:30";"25/08/2004 14:30";"25/08/2004 15:20";"25/08/2004 15:20";"Realizado";"  "
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"29/08/2004 14:30";"29/08/2004 14:30";"29/08/2004 15:35";"29/08/2004 15:35";"Realizado";"  "
"TAM";" 3207";"0";"E";"SBBH";"SBSP";"19/08/2004 14:30";"19/08/2004 14:30";"19/08/2004 15:30";"19/08/2004 15:30";"Realizado";"  "
"ARG";" 1273";"0";"I";"SBFL";"SAEZ";"21/08/2004 14:30";"21/08/2004 14:30";"21/08/2004 16:50";"21/08/2004 16:50";"Realizado";"  "
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"22/08/2004 14:30";"22/08/2004 14:30";"22/08/2004 16:03";"22/08/2004 16:03";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"22/08/2004 14:30";"22/08/2004 14:30";"22/08/2004 17:50";"22/08/2004 17:50";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"15/08/2004 14:30";"15/08/2004 14:30";"15/08/2004 15:10";"15/08/2004 15:10";"Realizado";"  "
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"25/08/2004 14:30";"25/08/2004 14:30";"25/08/2004 15:15";"25/08/2004 15:15";"Realizado";"  "
"TAM";" 3451";"0";"R";"SBSV";"SBPS";"29/08/2004 14:30";"29/08/2004 14:30";"29/08/2004 15:20";"29/08/2004 15:20";"Realizado";"  "
"TAM";" 3451";"0";"R";"SBSV";"SBPS";"04/08/2004 14:30";"04/08/2004 14:30";"04/08/2004 15:20";"04/08/2004 15:20";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"30/08/2004 14:30";"30/08/2004 14:30";"30/08/2004 15:10";"30/08/2004 15:10";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"09/08/2004 14:30";"09/08/2004 15:25";"09/08/2004 17:50";"09/08/2004 18:45";"Realizado";"MX"
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"29/08/2004 14:30";"29/08/2004 14:30";"29/08/2004 15:15";"29/08/2004 15:15";"Realizado";"  "
"VRG";" 2709";"0";"N";"SBCT";"SBSP";"26/08/2004 14:30";"  ";"26/08/2004 15:21";"  ";"Cancelado";"XN"
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"26/08/2004 14:30";"26/08/2004 14:30";"26/08/2004 16:03";"26/08/2004 16:03";"Realizado";"  "
"TAM";" 3372";"0";"E";"SBRJ";"SBBH";"27/08/2004 14:30";"27/08/2004 14:30";"27/08/2004 15:20";"27/08/2004 15:20";"Realizado";"  "
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"09/08/2004 14:30";"09/08/2004 14:30";"09/08/2004 16:03";"09/08/2004 16:03";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"25/08/2004 14:30";"25/08/2004 14:30";"25/08/2004 15:10";"25/08/2004 15:10";"Realizado";"  "
"VRG";" 8944";"0";"I";"SBGR";"SBEG";"21/08/2004 14:30";"21/08/2004 14:30";"21/08/2004 18:30";"21/08/2004 18:30";"Realizado";"  "
"TAM";" 3451";"0";"R";"SBSV";"SBPS";"22/08/2004 14:30";"22/08/2004 14:30";"22/08/2004 15:20";"22/08/2004 15:20";"Realizado";"  "
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"01/08/2004 14:30";"01/08/2004 14:30";"01/08/2004 16:03";"01/08/2004 16:03";"Realizado";"  "
"TAM";" 3207";"0";"E";"SBBH";"SBSP";"26/08/2004 14:30";"26/08/2004 14:30";"26/08/2004 15:30";"26/08/2004 15:30";"Realizado";"  "
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"03/08/2004 14:30";"03/08/2004 15:00";"03/08/2004 15:20";"03/08/2004 15:55";"Realizado";"RI"
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"04/08/2004 14:30";"04/08/2004 15:02";"04/08/2004 15:30";"04/08/2004 16:22";"Realizado";"RI"
"TUS";" 8440";"0";"G";"SBKP";"SBEG";"13/08/2004 14:30";"13/08/2004 20:25";"13/08/2004 18:00";"14/08/2004 00:04";"Realizado";"MX"
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"13/08/2004 14:30";"13/08/2004 14:30";"13/08/2004 16:03";"13/08/2004 16:03";"Realizado";"  "
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"27/08/2004 14:30";"27/08/2004 14:30";"27/08/2004 16:03";"27/08/2004 16:03";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"21/08/2004 14:30";"21/08/2004 14:30";"21/08/2004 15:10";"21/08/2004 15:10";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"07/08/2004 14:30";"07/08/2004 14:57";"07/08/2004 17:50";"07/08/2004 18:17";"Realizado";"RI"
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"23/08/2004 14:30";"23/08/2004 14:30";"23/08/2004 15:20";"23/08/2004 15:20";"Realizado";"  "
"TAM";" 3372";"0";"E";"SBRJ";"SBBH";"04/08/2004 14:30";"04/08/2004 14:30";"04/08/2004 15:20";"04/08/2004 15:20";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"04/08/2004 14:30";"04/08/2004 14:30";"04/08/2004 15:10";"04/08/2004 15:10";"Realizado";"  "
"PLY";" 4912";"0";"R";"SBBE";"SBSN";"10/08/2004 14:30";"10/08/2004 14:30";"10/08/2004 16:15";"10/08/2004 16:15";"Realizado";"  "
"VRG";" 2709";"0";"N";"SBCT";"SBSP";"19/08/2004 14:30";"  ";"19/08/2004 15:21";"  ";"Cancelado";"XN"
"VRG";" 2709";"0";"N";"SBCT";"SBSP";"04/08/2004 14:30";"  ";"04/08/2004 15:21";"  ";"Cancelado";"XN"
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"13/08/2004 14:30";"13/08/2004 14:30";"13/08/2004 15:15";"13/08/2004 15:15";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"25/08/2004 14:30";"25/08/2004 14:50";"25/08/2004 17:50";"25/08/2004 18:40";"Realizado";"RI"
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"27/08/2004 14:30";"27/08/2004 14:30";"27/08/2004 15:35";"27/08/2004 15:35";"Realizado";"  "
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"14/08/2004 14:30";"14/08/2004 14:30";"14/08/2004 15:15";"14/08/2004 15:15";"Realizado";"  "
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"26/08/2004 14:30";"26/08/2004 15:03";"26/08/2004 15:35";"26/08/2004 15:56";"Realizado";"RM"
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"07/08/2004 14:30";"07/08/2004 14:30";"07/08/2004 16:03";"07/08/2004 16:03";"Realizado";"  "
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"06/08/2004 14:30";"06/08/2004 14:30";"06/08/2004 15:20";"06/08/2004 15:20";"Realizado";"  "
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"22/08/2004 14:30";"22/08/2004 14:49";"22/08/2004 15:30";"22/08/2004 16:04";"Realizado";"MX"
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"14/08/2004 14:30";"14/08/2004 14:30";"14/08/2004 15:10";"14/08/2004 15:10";"Realizado";"  "
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"15/08/2004 14:30";"15/08/2004 15:05";"15/08/2004 15:30";"15/08/2004 16:15";"Realizado";"AI"
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"16/08/2004 14:30";"16/08/2004 14:30";"16/08/2004 15:20";"16/08/2004 15:20";"Realizado";"  "
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"12/08/2004 14:30";"12/08/2004 14:30";"12/08/2004 16:03";"12/08/2004 16:03";"Realizado";"  "
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"13/08/2004 14:30";"13/08/2004 14:30";"13/08/2004 15:35";"13/08/2004 15:35";"Realizado";"  "
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"23/08/2004 14:30";"23/08/2004 14:30";"23/08/2004 15:15";"23/08/2004 15:15";"Realizado";"  "
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"11/08/2004 14:30";"11/08/2004 14:30";"11/08/2004 15:15";"11/08/2004 15:15";"Realizado";"  "
"VRG";" 8944";"0";"I";"SBGR";"SBEG";"07/08/2004 14:30";"07/08/2004 14:30";"07/08/2004 18:30";"07/08/2004 18:30";"Realizado";"  "
"ARG";" 1273";"0";"I";"SBFL";"SAEZ";"14/08/2004 14:30";"14/08/2004 14:30";"14/08/2004 16:50";"14/08/2004 16:50";"Realizado";"  "
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"03/08/2004 14:30";"03/08/2004 15:10";"03/08/2004 15:30";"03/08/2004 16:15";"Realizado";"AR"
"TUS";" 8440";"0";"G";"SBKP";"SBEG";"20/08/2004 14:30";"  ";"20/08/2004 18:00";"  ";"Cancelado";"XN"
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"17/08/2004 14:30";"17/08/2004 15:20";"17/08/2004 15:30";"17/08/2004 16:30";"Realizado";"RI"
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"08/08/2004 14:30";"08/08/2004 14:30";"08/08/2004 16:03";"08/08/2004 16:03";"Realizado";"  "
"TAM";" 3207";"0";"E";"SBBH";"SBSP";"20/08/2004 14:30";"20/08/2004 14:30";"20/08/2004 15:30";"20/08/2004 15:30";"Realizado";"  "
"TAM";" 3451";"0";"R";"SBSV";"SBPS";"02/08/2004 14:30";"02/08/2004 14:30";"02/08/2004 15:20";"02/08/2004 15:20";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"06/08/2004 14:30";"06/08/2004 14:30";"06/08/2004 17:50";"06/08/2004 17:50";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"05/08/2004 14:30";"05/08/2004 14:30";"05/08/2004 17:50";"05/08/2004 17:50";"Realizado";"  "
"GLO";" 1785";"0";"N";"SBMO";"SBSV";"09/08/2004 14:30";"09/08/2004 14:30";"09/08/2004 15:35";"09/08/2004 15:35";"Realizado";"  "
"TAM";" 3451";"0";"R";"SBSV";"SBPS";"17/08/2004 14:30";"17/08/2004 14:30";"17/08/2004 15:20";"17/08/2004 15:20";"Realizado";"  "
"ARG";" 1273";"0";"I";"SBFL";"SAEZ";"28/08/2004 14:30";"28/08/2004 14:30";"28/08/2004 16:50";"28/08/2004 16:50";"Realizado";"  "
"TAM";" 3372";"0";"E";"SBRJ";"SBBH";"13/08/2004 14:30";"13/08/2004 14:30";"13/08/2004 15:20";"13/08/2004 15:20";"Realizado";"  "
"VRG";" 2379";"0";"N";"SBFZ";"SBGL";"02/08/2004 14:30";"02/08/2004 15:25";"02/08/2004 17:50";"02/08/2004 18:40";"Realizado";"HD"
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"13/08/2004 14:30";"13/08/2004 14:30";"13/08/2004 15:20";"13/08/2004 15:20";"Realizado";"  "
"VRG";" 2709";"0";"N";"SBCT";"SBSP";"13/08/2004 14:30";"  ";"13/08/2004 15:21";"  ";"Cancelado";"XN"
"VSP";" 4352";"0";"N";"SBCG";"SBCR";"16/08/2004 14:30";"16/08/2004 14:30";"16/08/2004 15:15";"16/08/2004 15:15";"Realizado";"  "
"TAM";" 3463";"0";"N";"SBGO";"SBSP";"18/08/2004 14:30";"18/08/2004 14:30";"18/08/2004 16:03";"18/08/2004 16:03";"Realizado";"  "
"VRG";" 2396";"0";"N";"SBAR";"SBMO";"03/08/2004 14:30";"03/08/2004 14:30";"03/08/2004 15:10";"03/08/2004 15:10";"Realizado";"  "
"GLO";" 1791";"0";"E";"SBSP";"SBCT";"12/08/2004 14:30";"12/08/2004 14:30";"12/08/2004 15:20";"12/08/2004 15:20";"Realizado";"  "
"VRG";" 2380";"0";"R";"SBRF";"SBFN";"14/08/2004 14:30";"14/08/2004 14:50";"14/08/2004 15:30";"14/08/2004 16:05";"Realizado";"AR"
